ss1,ss2,ss3,ss4,ss5,ss6
0.016279169179222716,0.0017462169928166202,0.0033685276422787507,0.00032959361631733656,5.288931640253624e-5,0.00271282049312768
0.023671666638981924,0.012474440661847615,0.008083877322961102,0.008645523367427002,0.010605380241209736,0.01032042375604717
0.005230643736649898,0.006328678486205758,0.0034951055433648133,0.004677246678585697,0.014349061129543053,0.011598394116302457
0.010263552360654198,0.0037018650477462127,0.00596120655540471,0.004813197070637956,0.008999022047176742,0.012239374603546547
0.01802998576217541,0.002260342869939273,0.00876126288553093,0.006049972226740356,0.010145822413641202,0.003783202212083674
0.008344996779019884,0.009043625850588054,0.009249504406201405,0.01277787174212718,0.00454617553204884,0.012354035360045616
0.007401972044036073,0.0014456071714306557,0.003157346517098093,0.008686569002501875,0.007737557423889613,0.004977461323687959
0.011283811937348802,0.004860766177902165,0.006194155147421014,0.012043302319407232,0.005419056840909212,0.006259192234023392
0.005974083480750094,0.008122469248163858,0.0038791946649762107,0.0039949272127249216,0.0012420422852235232,0.001585331401612319
0.013662905037343248,0.0013274127406677587,0.005777225071572528,0.0035138318225847315,0.004088019315980034,0.005150016332710882
0.0006716891590673922,0.001713301882069167,0.010492048315782132,0.0040641733624529755,0.007035378425559399,0.016225367653967496
0.017101325034722496,0.0030600028050212073,0.001386379798682341,0.003089719980893293,0.015485880716698238,0.0037616783629278367
0.01816953364189547,0.010281275817888319,0.00017324215305454874,0.01135630388844055,0.002397834026587613,0.010455539468501607
0.013014223611629521,0.0006283280989128645,0.00016570552070594566,0.007376377270997226,0.006756121330501694,0.004359195600634708
0.02563273363512668,0.001569263151133492,0.006472025872461189,0.003953413064910706,0.00104006104307589,0.013395014879664557
0.011559395610892016,0.010686419820994062,0.0026469870374578285,0.01198394005079083,0.0049453806864230634,0.002166385846125351
0.01353708509285365,0.008407377058800595,0.005434499177907826,0.007576529378332115,0.006142114213480701,0.00521276224128532
0.009105164874985274,0.007006707582443794,0.005802151208098615,0.008432923322101712,0.015843248367292284,0.006251203308013053
0.021886370735965614,0.009311323660797365,0.005240129189029434,0.012967100822689714,0.005589165029343802,0.0015222580319882125
0.014506303117972345,0.004894905685398386,0.0020312797870229294,0.00919665442631682,0.00508816069445394,0.009029520545440093
0.006225959202523349,0.0009501720289819959,0.01495984960262692,0.006762034006553123,0.0008429222044073236,0.0007397103105371884
0.011883029144073493,0.008075023548806862,0.00014136273652612982,0.004637822492837429,0.005891162363073368,0.008731198237018368
0.0036039464618648214,0.01802525875832039,0.006067699076597716,0.004597812196527711,0.013919168502965611,0.0043957252529710404
0.016418984137899693,0.008761227343391933,0.0007323777745767655,0.0016187122665187964,0.001168346487565632,0.002073142843394564
0.0077988031498236205,0.00459402791750764,0.004144047142806607,0.0009734446152550818,0.0007513334591555965,0.007028352475255051
0.006899504086614568,0.004584803924479766,0.008249342150644705,0.0063532049359732185,0.0029388716734208304,0.00139645170959861
0.014344229018171421,0.00782127891235918,0.00676952019604395,0.004008189466801705,0.002216421471555058,0.01332636380100701
0.005003527639255838,0.00870415226116882,0.004187509526214865,0.0026567239205754333,0.001396311292488612,0.018454937242239036
0.017721872226203486,0.0012456107314600877,0.0032519168117089393,0.009384754329901657,7.351403325908434e-5,0.008950741443065008
0.0112560253213175,0.0017600885050780238,0.0013230666991276472,0.0060442254681494076,0.01099805040769158,0.010536965247675351
0.015969699220283403,0.00951468181371117,0.0029476944322441266,0.006242102833455154,0.0067298601059592005,0.004936534356943992
0.000117710425981436,0.005797651712862117,0.00531862946396916,0.0023350298906943743,0.008720424973259653,0.002892630861050375
0.017543318234885034,0.00980528215542581,0.004589909857732355,0.006326565241874767,0.0072557905858501495,0.002164851341466292
0.01608992536902368,0.004993661130719775,0.0069456895138755685,0.005826506413311257,0.0034313968977478103,0.005475535639647177
0.011389534639707799,0.0009808501839259128,0.005887242084797747,0.01976071539599563,0.007188547406632497,0.007360076397003013
0.009634013429492834,0.005747204345662926,0.011312231886403793,0.010864532724864961,0.009487415176082712,0.0049119755879563935
0.011323935872951087,0.004553568824367869,0.00850395405822951,0.01180652793040445,0.007296497418149724,0.013518832629424892
0.00516353431293879,0.0032659873367292393,0.0015593181550356565,0.0006430738275204218,0.009594788272472926,0.007680376603927697
0.014307942197693685,0.0010438328511206884,0.00020732352953491712,0.00244606560717439,0.010327147624674404,0.001615841396426319
0.01759585504212726,0.006065303063394283,0.004901482510625648,0.013373183387957501,0.004456326858488676,0.012895212202690857
0.013073191103389567,0.002100644841083691,0.006002006159259449,0.007034488641299598,0.0019643551334454614,0.005830385750277912
0.005394154628417149,0.0009935824097455383,0.0018558796723135266,0.004943619543536839,0.004533805436033254,0.006098829065627321
0.011651356923296382,0.005187892367475863,0.00901997924012283,0.008007644063738611,0.014328397215872271,0.0036374344096894926
0.01425285785084687,0.011997395752633226,0.011766619119316733,0.004060969879347499,0.006700483144315023,0.0068212588266090305
0.01572275820940057,0.003974114829230985,0.0006631665207408556,0.002085437749897484,0.00966677733850766,0.0012279986795208726
0.009887164629091194,0.013004789741176153,0.0019832275556154614,0.011335562153542063,0.009490012756238007,0.004099976299365179
0.009934569772947228,0.0011802110552904994,0.002911782833150067,0.007717626287328058,0.009455712095724614,0.011437011182186423
0.005744783337081346,0.0001288413127113497,0.005533645050210612,0.0030249726730475247,0.0065269468394064355,0.004697377535501016
0.016927846099398403,0.004561559687638348,0.01098228008491846,0.003991487722883368,0.005645643858542647,0.003928612176570648
0.010517847703014038,0.0010830391065190746,0.003693893527532475,0.0011150065309431705,0.013576355951973814,0.01627734088035793
0.024450178125300325,0.0031494131048517117,0.005158768907950542,0.0008768554522004798,0.002345282317588815,0.00035326769405021627
0.00999909495656121,0.004181000198487516,0.004760616958434766,0.002864948066748643,0.008712863305579854,0.006395406957061216
0.020090856523912876,5.526997857155958e-6,0.002293469029921265,0.005950838743071737,0.010914171154656505,0.006918556119979943
0.014101444790479702,0.004791903876830621,0.010495286270649596,0.006604270264642999,0.014859425851034279,9.084610918245479e-5
0.011613972854061167,0.0037529110651794003,0.008686697717591785,0.005829214997092743,0.012464095625247468,0.004865355665975268
0.01789181113958533,0.00425121230656218,0.0031449287677658157,0.010845032459701127,0.006647535312606028,0.007522395820733174
0.018061842731421862,0.003048561098475591,0.007471751001043976,0.0037232278108086975,0.010775344160463711,0.017771637452424896
0.007843133177449408,0.0057388586801308495,0.007347095908489192,0.014861875858443363,0.0073958137311982905,0.002660480550113195
0.030895956296902827,0.00548152241740676,0.004631858413871967,0.005637333659065811,0.009165406955571739,0.004514123356401428
0.0001909190962546855,0.009463437216033642,0.003275070407265426,0.004062205184085966,0.009709405764444703,0.007729829885807113
0.01334417997292781,0.010644951982833679,0.008186654718695079,0.0029413530651325663,0.00474568208142515,0.0027728632906228973
0.013436101649607107,0.005532328629255046,0.010493867747534353,0.0037493210043410717,0.0004893742273250546,0.009024166037634795
0.010933388125481945,0.005240080586664992,0.005442062736578875,0.014698447106062624,0.003582391047950969,0.0008689520476891716
0.013306761758218918,0.006282243988219265,0.007001937179551176,0.003545840067364404,0.001788339595315789,0.007367534293333711
0.004935676199705135,0.002778312814781262,0.00222000760156327,0.00789700339686571,0.011730660108264635,0.013564690036459711
0.023421817697576213,0.00021585474821663722,0.00874799619908404,0.0011354005016686033,0.01160691658392944,0.004125131121061536
0.01470038662816508,0.005167463913137958,0.0010257671161551622,0.004452761191781828,0.011606545784276319,0.005054192663672244
0.019707546900485175,0.0007025531423937168,0.007637324976079352,0.003723198553293538,0.011208528622748853,0.005303689437386399
0.017960082087557793,0.0029115005471711452,0.0023244916202438,0.006302698020748016,0.004563099867784513,0.0046069800683049104
0.011081916039381511,0.0005437877411402382,0.008441269531543064,0.008142763235348583,0.01269924464830107,0.011740575260297592
0.030258366893996847,0.00963023801520436,0.019112497205303728,0.022248385233690448,0.0072988352058709115,0.0019116455379012006
0.023004474264345456,0.0005077855059126444,0.00873914715762765,0.006419791454737983,0.010212741143112455,0.009775873433539244
0.010846884651040856,0.0025573694369828088,0.006858326017563886,0.0078235750754869,0.006658437191828984,0.002914149635914073
0.0019055962684917508,0.011690128026039375,0.0014414633601465404,0.008705970642099046,0.007479765707832119,0.01631132324313346
0.009506284822528329,0.004029758838787633,0.0129137691498408,0.015586035803798097,0.0018299800412676646,0.011973439360919004
0.00643097440463162,0.014903828042596948,0.011335959293099773,0.004033703011412615,0.007760875858805667,0.012329193061522994
0.012099367528411517,0.005549757020618041,0.005419444679023841,0.003357119397482768,0.008794810729794265,0.00965860839669209
0.006809990216502177,0.009165228578295707,0.00265799284840621,0.00817097520133595,0.007448811112613704,0.01145473080651792
0.004377528141491811,0.011221384259019467,0.0065383664830793485,0.0063533586913274535,0.010790857522788187,0.008881539381736534
0.01975563087622945,0.00010335732115208231,0.0008671510934681602,0.0018637838685553593,0.0027484424368854348,0.008935788095024166
0.0015526721096339152,0.012801759728396367,0.006939372110656595,0.00950137836051531,0.014372345535711095,0.0025611697241710836
0.008084694398649336,0.0030478451005986683,0.002537208539598977,0.0027148201419124433,0.011749050466059669,0.0004244552905190635
