Time,u,du
971.0,6.0,0.0
972.0,5.178528150338314,-1.5134401995302063
973.0,3.2553393625664557,-2.24297316447322
974.0,0.8168530094580759,-2.5388874198830584
975.0,-2.141597170960401,-3.3704353982591644
976.0,-5.609916714857471,-3.363414438848
977.0,-8.499033287368512,-2.216351339783367
978.0,-9.89955673074984,-0.5097616208183899
979.0,-9.330861167455875,1.739111681986068
980.0,-7.2216134548881605,1.9377020998181247
981.0,-5.509675421043695,1.5039401611666552
982.0,-4.1699768987182955,1.1778691593835058
983.0,-3.148949870155201,0.8687872434157515
984.0,-2.328168094114597,1.1681680705441242
985.0,-0.2629141149573658,2.6664341159233977
986.0,2.565421466967574,2.865376515132064
987.0,5.244736608837292,2.412611965293192
988.0,7.235153613406607,1.4006122571729493
989.0,7.967465404241854,-0.052872003120462106
990.0,6.9907260888325915,-1.9826277312725111
991.0,4.441197549304256,-2.3401961706904735
992.0,2.545649462998197,-1.52650479902889
993.0,1.3061121586725992,-1.0192384737006421
994.0,0.16659123742732881,-1.8348662238299491
995.0,-2.041698968619714,-2.36092347367758
996.0,-4.223588684190792,-1.8965845421052514
997.0,-5.655833071347483,-0.8895508348342788
998.0,-6.1122041152919415,0.0953667684314586
999.0,-5.327683904806172,1.5543212294179927
1000.0,-3.0064178687821355,3.0468432975307054
1001.0,0.5344016574170655,3.6091970554144006
1002.0,3.953382772127413,3.630002047376458
1003.0,7.520948944173072,3.3188386994462347
1004.0,10.189154960835772,1.8004629605160656
1005.0,10.950474327090399,-0.4202325692711824
1006.0,9.394583069843366,-2.046379748520473
1007.0,7.554513424260162,-1.6708930418337358
1008.0,6.048414946551126,-1.3514524913401693
1009.0,4.852205332116692,-1.0481128330912182
1010.0,3.8867572316578998,-0.8829468136658218
1011.0,3.1209615802751243,-0.7017025461806048
1012.0,1.613301796909098,-2.383942436358055
1013.0,-1.215247279672544,-3.105879707232363
1014.0,-4.28453326108574,-2.9433196181637697
1015.0,-6.961044216954246,-2.2945877794645586
1016.0,-8.615597812387321,-0.9416776190383596
1017.0,-8.628164205087996,1.0422765274469459
1018.0,-6.622710825279596,2.4274845416190867
1019.0,-4.602343076083778,1.6453391568039333
1020.0,-3.1838915414370708,1.2143721548778468
1021.0,-2.176135561976656,0.822276405254405
1022.0,-1.0681579763046167,1.9277931166945277
1023.0,1.3007342508175976,2.6094561729011763
1024.0,3.8256548282222558,2.317142202955429
1025.0,5.830948795991246,1.624468038611677
1026.0,6.922356195013921,0.54384556635503
1027.0,6.690965206367872,-1.0747626371987713
1028.0,4.757827672409113,-2.785058319971091
1029.0,1.9799079931782468,-2.2228278298178052
1030.0,0.23415586072549735,-1.3324611658367909
1031.0,-1.1347264673039223,-1.9760559285391117
1032.0,-3.447586027783932,-2.3562652150759673
1033.0,-5.415587352966069,-1.4369900063621952
1034.0,-6.3225525999940215,-0.3838044000011058
1035.0,-6.070434961564933,0.9964496775642039
1036.0,-4.295381200108976,2.586345546130097
1037.0,-1.1481591314779018,3.093032383261535
1038.0,1.2409328861359379,1.754733271226969
1039.0,3.3618764028742945,2.615731698551723
1040.0,5.9523284720023595,2.3062141400371914
1041.0,7.567435817126342,0.9525875364093687
1042.0,7.685951474336137,-0.7900079189317434
1043.0,6.0126366256355235,-2.613376718671699
1044.0,3.545369168378236,-2.0236810169119663
1045.0,1.932140556806617,-1.2656355233507175
1046.0,0.9067918920866076,-0.7885022433363754
1047.0,-0.6304603278779105,-2.2016301556625
1048.0,-2.9065091393380738,-2.1634365464157694
1049.0,-4.807229444603595,-1.5177728523219793
1050.0,-5.836829280933443,-0.551809836966184
1051.0,-5.888148171657117,0.5976817017340402
1052.0,-4.505252249879246,2.1646011982513413
1053.0,-1.7005036394048911,3.4050937651133037
1054.0,2.0782710154270463,4.079015273947436
1055.0,6.232856334570066,4.077070183420215
1056.0,9.866487327363446,3.0293079912938325
1057.0,11.915347725089182,0.9673231205759122
1058.0,11.593749233655453,-1.756313170880667
1059.0,9.780038039819551,-1.7204076956291972
1060.0,8.139750650360114,-1.5478099797847076
1061.0,6.68281992902929,-1.3335654511140762
1062.0,5.448988251928234,-1.126443238647848
1063.0,4.400807041585273,-0.9699258800725986
1064.0,3.5291314103439446,-0.7992949170287964
1065.0,2.6252000488697043,-1.591881218082149
1066.0,0.29628913562948356,-2.868733404109684
1067.0,-2.7447984873732048,-3.0653455435480206
1068.0,-5.643130925428704,-2.6532245466178943
1069.0,-7.873725308454298,-1.6134182830022765
1070.0,-8.770582012038567,-0.044182950249416326
1071.0,-7.824989314982403,2.023407323593808
1072.0,-5.542570999625066,2.0039636929094984
1073.0,-3.8446582471098423,1.4513096157205614
1074.0,-2.5846507249765716,1.0675869623508905
1075.0,-1.6728118337824498,0.9977048342759284
1076.0,0.2280148906490956,2.506990643467053
1077.0,2.853297165036875,2.5798342520713846
1078.0,5.17378224223602,2.020518665383252
1079.0,6.7248190590454575,0.9764609720188998
1080.0,7.152721261248107,-0.3152968095945985
1081.0,5.99490905661321,-2.0733658531738506
1082.0,3.251416373867707,-2.7045710217157772
1083.0,1.1115644009889227,-1.6357115718181583
1084.0,-0.1590581129766809,-0.9422236217896539
1085.0,-1.7636738298714143,-2.144815678413919
1086.0,-3.890107055452685,-1.909496172704216
1087.0,-5.262986436861472,-0.8308367675956925
1088.0,-5.677143414831888,0.066246395941015
1089.0,-4.946117625677814,1.4558163903749908
1090.0,-2.8031659672853966,2.792720097613272
1091.0,0.5199921437775266,3.736644570689863
1092.0,4.448948269913567,4.016243732537391
1093.0,8.250592829447427,3.372913895344957
1094.0,10.910409902095177,1.717921264059611
1095.0,11.57388418559071,-0.5788619088495067
1096.0,9.975369606483529,-1.900905292614527
1097.0,8.194715488128175,-1.6336553982108635
1098.0,6.674424473593847,-1.3899716199116436
1099.0,5.390313560194718,-1.1700426511102544
1100.0,4.338150563515284,-0.9487197853911518
1101.0,3.4607139597584595,-0.8231944951544043
1102.0,2.561439782254752,-1.5874445435889182
1103.0,0.18953053690300603,-2.9101359549346304
1104.0,-2.8629415171190438,-3.0578875085851367
