ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,ss13,ss14,ss15,ss16,ss17,ss18,ss19,ss20
0.04580377423516554,0.09398226839455535,0.0368318699578182,0.02550306408652606,0.037171434573364436,0.020533531636785805,0.038585085340061324,0.050355984997402,0.01779137123948837,0.043934415090014486,0.019336967672043633,0.028387168679885343,0.0430856108371633,0.07956465614302101,0.12525300044839655,0.012347700562666993,0.09681763024030801,0.009949855103256402,0.04305260544288562,0.022542510340727625
0.015224213501030488,0.09354738571179844,0.01931678930599822,0.005297967326419162,0.04212243660175733,0.0010377706852214123,0.0764068028097391,0.07449095978555816,0.013826414953393786,0.011898156037751607,0.0022032567500225183,0.010958811616386272,0.058322726271658534,0.0759545765665973,0.1373727021843655,0.008216624622940885,0.08793554105752077,0.003493262273914506,0.05190857600483365,0.024900225101235077
0.024753818122309507,0.07675466768180764,0.03190784151240189,0.027435816715597642,0.03266264437457944,0.034102496966600365,0.03777445042649564,0.08470898566106082,0.0037566167575540338,0.04795553213090468,0.03164181835577223,0.02228163388668343,0.030617022842821535,0.06850935632879751,0.12686162059490758,0.00793176538575086,0.08996658545180308,0.01909340335046119,0.06874404226775822,0.047442901114248585
0.13166713434500302,0.05295678971157558,0.09266479200507069,0.007284609409791174,0.02651201500287677,0.024289224019003592,0.06362193917892729,0.07737224498143189,0.008839682098186166,0.019584672063518174,0.003503395245084782,0.0005197070070572168,0.0409170138674734,0.04821147732132078,0.08751861987976768,0.05316597246641225,0.061976490392512774,0.036962003678412333,0.055407511750491585,0.03600391769118686
0.12872060363555754,0.13631173909748792,0.06113535744493039,0.028304691727770052,0.06527452099999514,0.026426576727373315,0.041845275758031875,0.0408332961479051,0.030276112647669537,0.04609523006783402,0.00486428711063093,0.006481665131232257,0.02440684171762845,0.018097081407366516,0.006201119231404825,0.07600869633843424,0.07069539542484635,0.015224441768405003,0.05131447580494881,0.014863116509653865
0.08211734932788169,0.08552992032753215,0.013406932515397941,0.00021691392688347096,0.03457540689788124,0.02848023095988909,0.004268678056349787,0.06166620767401278,0.03329668497502398,0.006236249341537879,0.006696598207728893,0.04336352175989316,0.04060049819360059,0.05656287187881228,0.12344365070531448,0.02222239656083996,0.08424064564722122,0.033563766495926,0.06133860310525047,0.045436568712765246
0.1330730418212785,0.012860465496748429,0.013878371702392076,0.009078709830491097,0.05439682942120218,0.005879477825813724,0.037829736417695096,0.06622876810392442,0.022685975905790617,0.015492835430615482,0.06846163273615093,0.024262098350987502,0.041377597819396254,0.05484087725098312,0.12785719077244387,0.02626418160503845,0.08260790375439578,0.022360116004229838,0.0508808786775774,0.021532641694310233
0.07282580252411291,0.03729795558921943,0.07796509990361926,0.005780885110641381,0.0710339482324917,0.08429097913724411,0.0035643529176896047,0.003965931611328648,0.019611449335413273,0.02280230319644248,0.045303510179693404,0.058486050420510624,0.050192878240380046,0.036254096083774195,0.12643394923463536,0.020146074310794095,0.07919311625846316,0.028196045676913556,0.060699746123109674,0.0466517556846347
0.13928829714755378,0.058893935918396464,0.1017407163190947,0.005407136664106159,0.054725321738812824,0.04389161190708036,0.029645988543797762,0.0782350190558767,0.005625008664450956,0.04376947299016473,0.019440022828387967,0.0010124779041768887,0.03439326942053035,0.04256292428169624,0.09468537279703365,0.05142635348614398,0.051111105529566145,0.03478722483895151,0.05753430737871605,0.016144658911040662
0.14504124206454763,0.023099945580910178,0.07595758448537689,0.009482915242134106,0.04889709883184288,0.04981899739062581,0.016982612313416648,0.04903658722223627,0.028398256092573886,0.02940176328743114,0.004368045572822837,0.02754660062783128,0.05133311237165783,0.05133909881093986,0.12503212222911245,0.010725054778079808,0.08879193994396793,0.010657318644281173,0.0482429624067836,0.014771951874045921
0.1438157263928998,0.004970231444890363,0.0828025546944181,0.0005394741949201842,0.03592327515245812,0.03562326678972013,0.03973620938469662,0.06944153491824968,0.012165024965411178,0.05035749474405348,0.035212632185180594,0.0028125157597703315,0.03329526240808066,0.05803778058248009,0.11766419144923224,0.024421312076504127,0.07315082602085621,0.024672654259805367,0.05632450398577606,0.01960281039410221
0.033646556118582666,0.03871073943286042,0.06876098537041717,0.0270444097366082,0.005868377923957748,0.030315244437629646,0.01367912573979141,0.09434356815391087,0.021403778562136967,0.013913116537873173,0.020000160220733896,0.024160117217819334,0.0014992061990921936,0.011937799116172093,0.11779924078237076,0.022901211471268418,0.12882388407018944,0.008028868099026414,0.03442083725540287,0.004525438292289592
0.1337820376004736,0.0008522036118270519,0.048975786513396305,0.009826130081769973,0.04899596617922059,0.009982358259724008,0.0256898666614562,0.016372019781350118,0.03398265044096118,0.011721148571306218,0.0006734409284661711,0.0017068534973647684,0.04533235969974928,0.06115865828595111,0.1304874703527669,0.0010290855861601297,0.09243076049609017,0.000742630839291921,0.033402501621416836,0.003811857130245192
0.1432261896398039,0.011250301859070751,0.07175572657936642,0.019219608069030905,0.018514143763462207,0.03169425477288805,0.05036930458328829,0.09122583824993662,0.002400776411559901,0.05383319449472292,0.04081136920082918,0.020921023587225904,0.017097689013162373,0.06120317978832532,0.1141129020212284,0.029596087145075594,0.0733301020997143,0.017285305421489316,0.04848406599241149,0.011341883228756563
0.1257443532705357,0.06781640165555598,0.000870674449430444,0.023970034401365824,0.009256222978723062,0.01773998694788533,0.04657422441498788,0.0760037125988348,0.008997861555510208,0.061364026209607264,0.03040725954135124,0.00866955464518318,0.03873659967706253,0.04892846022383768,0.05628559954311355,0.014763601020057316,0.11830041288099166,0.017745694410443224,0.018023629168438613,0.007759139165167953
0.13793054685455794,0.006458607470884457,0.03691101548168723,0.033041549864990444,0.03721563952882819,0.03261683604021867,0.02951792026022088,0.055478163778255284,0.009006371289585936,0.054135408279732296,0.04078848794202775,0.02837927366889105,0.044758300275156926,0.053262069910828914,0.13043387253200045,0.005271315485462895,0.09983223955337824,0.0028461732806310943,0.03570137727581254,0.0032955054030695966
0.10736541408426477,0.005553702297018198,0.02497002520282331,0.030268829277754084,0.08071395448378153,0.029153545370836743,0.03843897804450618,0.04948761410988853,0.016960234961143628,0.04299063316451114,0.006506908443288684,0.045868470816587015,0.007877873010414696,0.04994868885755241,0.0986614771172724,0.03685711516658707,0.02887210071954288,0.033554702426077956,0.05910875520012795,0.030347645572305692
0.06774276182444458,0.0843405913526047,0.03384354350223088,0.03096653325315229,0.04551693468916155,0.04167044254195681,0.03366408651805622,0.07632050658740422,0.009157461987756495,0.04598635542604527,0.007498995811391444,0.0038998690702740845,0.03590112100176771,0.059061453469957455,0.14368983850747694,0.0027191146722764245,0.08894681662388565,0.013211972034920137,0.057169974424512576,0.02913137133536612
0.14250178035817343,0.024363822415853838,0.06963528432767145,0.008611924522689305,0.04944395656566329,0.048288265474157946,0.01657963271741593,0.0401634481078482,0.03339706681328519,0.02638479545938579,0.010158674449154302,0.016314057866304136,0.05327905034927953,0.055609633240805464,0.1260621123959164,0.016126276559642872,0.07481540881203325,0.02413358219329199,0.061512128003585395,0.030760857245783427
0.07165795883986974,0.06046688289031557,0.03147211583561122,0.05879210433564721,0.010975344874712294,0.024072435435025838,0.027648116410808735,0.051176023300127174,0.004123556218493342,0.0610461015369069,0.043443236309633065,0.048414874771311636,0.0015734801365923803,0.0038146454105622524,0.012560214461204375,0.01826645438299286,0.07212906193322335,0.03908200288298243,0.005619087241240732,0.0064304280005475405
0.13533094736854062,0.008131670549231708,0.07775773145889286,0.004427496355708664,0.003416118154977904,0.020163609316156465,0.015868673275401632,0.019241727019099854,0.0012722675047394671,0.03417327512324543,0.016647775422045125,0.01539067684121875,0.07360336223213756,0.02901024315107338,0.13281799570391326,0.0052881425893940084,0.11120789260652984,0.015653403407796796,0.022649463143229895,0.00042884422178302874
0.060345892561720724,0.06661629188283981,0.043518601871355915,0.005198613303979904,0.04208726604316433,0.05968295455290883,0.009191820384946444,0.05281161221370935,0.017668944658650695,0.04424756543379183,0.024305754385678717,0.0002958522179154951,0.05565866264418128,0.07470288090241053,0.1301012647577562,0.00893149018443586,0.07706568928846956,0.03696783419257284,0.07281857995930471,0.053954622561576224
0.13869307514622609,0.0733382608513019,0.1044800173051245,0.00036239931653329725,0.03757502520639707,0.03922052303471393,0.027620697684924204,0.06358860910438832,0.020214900375133252,0.035685674233416696,0.02561734420840371,0.0021998733354119076,0.06352478946710234,0.005653380609566356,0.07742099146543317,0.044689487579816556,0.0710708703512772,0.01860955558750642,0.0535357150680459,0.017756645923441252
0.13554013716803986,0.004555652484306626,0.04215214250199839,0.0032613652235023226,0.06482013448839105,0.07405071896740474,0.020701518556264047,0.05770475814154368,0.033433569185165254,0.022507739313280487,0.014814184878551403,0.017496137585479268,0.035266422077690616,0.05521736628242576,0.11989171126902919,0.00971372274936891,0.08253391396211797,0.006621710653401268,0.044962209564344234,0.020639304200827335
0.13265616142902215,0.0760333805916909,0.07642568544773364,0.034711652786540564,0.031157748386787334,0.023516500797366665,0.03989959552739903,0.07396604491249055,0.005237992697191349,0.04411826031516495,0.05047214047588193,0.00024437707164706393,0.001735001561777861,0.07343000951151706,0.06620835614657379,0.07974584720695249,0.047611102439684534,0.015447071605995911,0.04380892824019676,0.0014514719621741199
0.1342404738969165,0.00721319128633378,0.05920398143328724,0.04218335642958953,0.006087357204794948,0.021411624342520308,0.04046803581186332,0.08553587745520629,0.014980739302367506,0.05882840556279171,0.06255031468112594,0.04550137897934123,0.012018824771763302,0.07693851133143313,0.10879932047930153,0.041919886301736556,0.08520764764698302,0.012587510646739556,0.017943226373194135,0.012810807066857452
0.06966362454786376,0.08591824272916222,0.022099974117896784,0.006235322304850987,0.02988195691911621,0.034634784228965126,0.0474547350887204,0.021143981801733807,0.039162923143666976,0.02612819966862614,0.017785630937008537,0.03183244634433518,0.028468668361119897,0.07329177529454496,0.1361487019145238,0.007146613594630454,0.09653219529718493,0.016336767446623268,0.062308359396256556,0.027707824215038777
