ss1,ss2,ss3
0.03678413128258438,0.006107466429633034,0.0065128972556549435
0.004819520536253546,0.0028787477629443666,0.004362987889085589
0.009743151537110434,0.011127755300011278,0.017644815451996067
0.017146921555216414,0.018468687249519725,0.006822749314024945
0.020735092839321307,0.0072356699094121716,0.013026260997911961
0.005724073340424288,0.002122967939139861,0.012906518254788578
0.0031057116268440633,0.019533125010791942,0.010590410794183065
0.01986778592230408,0.018342645148303745,0.010909033083910709
0.003207927039328947,0.008675943511599801,0.03686468775893292
0.02406553689132343,0.007832853129963166,0.0005540242173214505
0.011868361812534506,0.011596380303873912,0.03696242454334427
0.004455848728605138,0.013542529978595,0.008735271001627774
0.018068582251853663,0.008563033465263903,0.026558974199542743
0.014567473446573484,0.018425902544071966,0.013037649919070134
0.02549892794857506,0.007587751867643304,0.022531575121829087
0.003558474804819664,0.01750841400471515,0.007348881583151106
0.021685235437600564,0.0127599610806538,0.0032251014195296746
0.0002939272167555635,0.0174889281143129,0.02297678531157697
0.03636587497742385,0.010120224200697973,0.008666417373454633
0.02882223447939098,0.006769342079681652,0.009289802302455524
0.004853622739393037,0.0028583498789506684,0.01615591986490658
0.008465656876980775,0.011976653608375206,0.03047835508174501
0.017595314555992985,0.0015701598827333094,0.004868988830325042
0.028782288913671617,0.000583232175900398,0.0022939755500746683
0.008168491103002076,0.0016246227738429988,0.014591606503395513
0.032977347990755426,0.008366421985657553,0.005370257437929185
0.0033333016982245844,0.01613634666546848,0.005356769391110465
0.026998441953880164,0.020130244883381988,0.003925288727273025
0.01760102973885126,0.016940508390497454,0.008883428744291622
0.004707099768712917,0.011446981041444983,0.011036263208909453
0.03551539020971457,0.005917036091487987,0.007213605139354633
0.02149456745629771,0.003695670737348708,0.011476192838374366
0.029955115897062144,0.0027107974495834105,0.004503068807950438
0.0008074125384516412,0.0010295720277522327,0.014589983373683179
0.016507485975814452,0.019674172601304135,0.024229912067365675
0.005646288756264569,0.024700568804168245,0.011577979698965509
0.01730166525637094,0.02574025577700312,0.013199886170206843
0.009691629516594658,0.01777289814998068,0.007661212800927534
0.0005174078836162115,0.0035531796141556925,0.03534095269963151
0.016082824301218712,0.021216877488665586,0.005234758894104186
0.009496384499565285,0.004139288675035095,0.00038052853136706476
0.022817642835663694,0.017903287771890628,0.014925837265079792
0.04282462554261722,0.004553277113523749,0.023599404989591947
0.019697692704769135,0.004539564071617614,0.0011560343593782583
0.01597413498772767,0.01761489933275408,0.015278821905702839
0.005417411082567877,0.006118217654766898,0.011148199536389184
0.03158583474068385,0.013412811428091182,0.028399115874318807
0.005043586811168411,0.0029817685975688708,0.03275925570957087
0.0029066598122800625,0.004819604036844974,0.012292834483515973
0.015392145848875646,0.002144905744645201,0.021237470666739797
0.016562434523966562,0.00021238526498574647,0.0023550194284572457
0.007602894919667799,0.018361939606940908,0.0030650509762099746
0.0443970182254709,0.009147455899355226,0.02130822696666188
0.017392398989084217,0.01781031880961266,0.008495336089725419
0.0023399162172507973,0.020389139584291553,0.0027303854210586516
0.015105610070212055,0.03065755210369826,0.0011455527179643024
0.02005530889071545,0.012205674810101062,0.020531280191152624
0.01864113905495152,0.0068963395772416326,0.00035585312859269405
0.005784980129516741,0.0011523660584065996,0.010749874768432036
0.013172240503401033,0.0007566585642459816,0.00016007528336150646
0.026711183863928196,0.02055606221798879,0.004861959683057648
0.0021015292966311424,0.01642720956686366,0.006946113184387812
0.005730619931231032,0.014740538673591529,0.004564246950421725
0.018659923775086126,0.0032186264325649826,0.005159708918344931
0.016224453924378872,0.039453362380132605,0.03872901396026371
0.005620948041534057,0.007060425438145017,0.0038268544304375226
0.019473378112181083,0.0033707851895569694,0.0009212006562041944
0.026649067255036202,0.0003737186359032167,0.0006537588224224661
0.01725295569806359,0.00816884646573451,0.0025566177798454106
0.01688037267226673,0.017568092786261758,0.015951666361607556
0.036102414682290626,0.010377887003154061,0.020375962932858514
0.004203861956212817,0.00905236855600195,0.004253792828643688
0.07564929102889403,0.019779482232186847,0.004395150894465132
0.0019560910451221236,0.018321755172877888,0.008930338545361158
0.04744761149836718,0.024966799252814337,0.00929738741225059
0.0007036557588164983,0.008944548293033918,0.004928603989490589
0.030955402854208218,0.023966601429125108,0.006744453020806884
