ss1,ss2,ss3
3.1773365948871455e-5,1.5470845665896626e-5,1.254129057513061e-6
1.1629870697082996e-5,1.0519391601971877e-5,9.041007659855911e-6
1.7726796658119142e-5,1.7162553441165058e-5,4.376071709730834e-5
1.1915211807830844e-5,1.0454012373773986e-5,5.8720326688295e-6
3.216988664918661e-5,7.2467666471569e-6,3.758916415995922e-5
1.697306356698749e-5,3.326614774591228e-5,3.991895969695289e-6
1.1903589480058085e-5,3.909671804518392e-6,1.6320583548654646e-5
1.548476384221907e-5,8.380950813395519e-7,2.010028543228842e-6
3.973928256257659e-5,1.3372604670554994e-5,6.609344950156041e-7
4.298526055604039e-6,1.4629565931878602e-5,2.3972362658390772e-5
6.029075009960061e-5,4.4002512411639564e-5,2.8709791635471696e-5
6.216939306251883e-7,2.8475965775003597e-5,1.6409643118210818e-5
9.560660835916396e-6,4.665328742361601e-5,2.4547991195290413e-5
4.252890788343327e-6,4.588226990111457e-6,1.0974469828666354e-5
2.6119821292031696e-8,8.680784895537301e-6,1.3378874711108907e-5
3.2838878730137003e-6,1.125327814476287e-5,4.100621814925759e-5
1.37459700950508e-5,2.9383703690436145e-5,5.146728594397215e-5
2.095924804957566e-5,5.508417623075642e-6,9.493578485995333e-6
1.6909493777660812e-5,4.650088374907011e-5,2.682089913670646e-5
4.252212633674829e-5,9.444481182734062e-6,7.967426499961431e-6
1.0155236150155224e-5,1.3306112227023226e-5,2.3012386850431632e-6
2.2059853527492434e-6,3.497121831916537e-6,1.1801893136519047e-5
1.5039007882089613e-5,3.668720797213548e-6,7.789131975041978e-6
2.4323288652578213e-5,1.0626896103629006e-5,6.128120094504534e-6
3.061326059076255e-5,4.374096889774845e-5,4.9706635808102505e-5
1.7451391590422794e-5,3.561633033814177e-5,3.7903549366885987e-5
2.2170981946544498e-6,3.197995376353298e-5,5.134434204962722e-6
8.014172909464348e-6,1.2232580696014515e-5,2.3024544059961415e-5
6.942082003794134e-6,9.490601509416544e-6,3.062781945326729e-5
1.3523095639273012e-5,1.6183382632856674e-5,2.9197531428202083e-6
4.8577699317319286e-6,2.1497247215292854e-5,2.111869728997807e-5
3.534550645807633e-5,2.6012417218175418e-5,5.531981807690243e-6
1.5319712303578468e-6,3.257568298302694e-5,2.989997885232505e-5
4.32185414295086e-6,7.194583230854425e-6,3.275001250949685e-6
2.8511652244499708e-5,2.468840929048408e-6,4.0822481389969306e-5
3.288365503613636e-5,1.9212344518752345e-6,1.9085490914147364e-5
3.1271703308087203e-5,1.7260618071379725e-5,6.585518455376599e-5
3.207605320662317e-5,2.1289411743105877e-5,1.1705321415886772e-5
2.897776860419392e-5,3.096061098541955e-6,1.7146345341609328e-5
3.164597787546712e-5,3.3134826649324755e-5,1.9205372092575576e-6
3.189918392576555e-5,1.349641261189875e-6,3.628133557974537e-6
2.1469372189770808e-5,2.0897752566363766e-5,1.5415496499527432e-5
6.51825405038242e-6,3.028934359567108e-5,4.84979129942634e-6
5.911434234462769e-7,3.687903895024033e-5,1.667664142588251e-5
3.422821738394085e-5,3.2018741201318965e-6,6.43955810765404e-6
1.0193669429991363e-5,2.6512257535339415e-5,1.650824580822506e-6
2.332254772321458e-5,1.4402845776238444e-5,9.098984927475756e-8
1.5832049023157736e-5,9.331605568070994e-6,1.4150214336441606e-5
4.571833379857781e-5,2.868407555062202e-5,1.42115148758514e-5
3.257114402688512e-5,1.5600173231542426e-5,1.0982393536825124e-5
1.616213261355531e-5,1.1587915202396868e-6,1.285107718720093e-5
2.8340548929956516e-5,1.6007549477602993e-5,1.8513922946849132e-5
2.185349023165845e-5,3.1067863546935204e-6,6.5391595411569074e-6
2.287041861308556e-5,2.302783154678095e-5,4.200708941686146e-6
1.1378958799043356e-5,3.958115908685781e-6,1.858584994346758e-5
2.296953555831713e-5,2.8378421757178022e-5,1.0032703605333852e-5
1.1564253733915492e-5,4.490878772772223e-6,1.1365266504302266e-5
6.293931241246144e-5,1.5734496949653536e-5,6.995743784583405e-5
9.177797184664093e-6,1.2668130298161967e-5,5.406692754198893e-6
4.883339672529268e-6,4.068783588377751e-5,2.4089006350284626e-5
6.080578808955943e-5,2.61334448762202e-6,9.157696843928088e-6
6.608904605041885e-5,4.0160019483791625e-6,1.9536576751438425e-5
1.1944428790739658e-6,4.439498879669458e-6,5.1421054795243105e-5
1.890424397948131e-6,1.756100952389025e-5,5.5206012804107565e-6
5.443405575793136e-6,3.0110129853942226e-5,3.6258929783446305e-5
1.3498118174501723e-5,1.6938754182568477e-5,9.00023451755226e-6
1.371781098423683e-5,7.802042125619918e-6,3.0858969948344734e-5
2.0499577156839995e-5,2.6596036625995826e-5,1.516704341178521e-5
4.764991343924087e-6,5.649016549487287e-5,5.041443719596566e-5
4.674816769186986e-5,5.975683220739e-6,1.4826351439094602e-5
9.972674141405239e-5,1.0993880008277907e-5,6.075367126123599e-6
7.807736305763814e-5,4.01790816418944e-5,2.2826810066702615e-5
8.524879880979893e-6,1.0801271527036063e-5,1.2304116000579027e-5
9.219921573764705e-7,4.155983684824108e-6,3.077084756711887e-7
1.155375049498293e-5,1.2054149193591431e-5,8.885144343571903e-6
5.074022953688592e-6,1.565770413651755e-5,1.1914503261634622e-5
2.8139258296560772e-5,1.563939410309218e-5,2.6151122614803375e-5
4.530948716201188e-5,3.9693496410239145e-6,7.303628009873133e-6
7.313994839845207e-6,1.940572263234626e-5,4.544543608580336e-5
1.8167209863100535e-5,5.379876049577389e-6,1.5476864579663856e-5
4.758167196676387e-6,2.5120977289941112e-5,1.5010558048820797e-5
5.290518667034616e-5,6.241888405594367e-6,3.943472708058406e-6
4.428151480420776e-6,6.754710513921497e-6,1.2938411102282796e-5
1.1732802985684656e-5,4.063226683939868e-5,3.007420204009155e-5
1.2852687380498009e-5,7.07322720553574e-5,9.546031800722115e-8
6.453637737319166e-6,1.238411518627607e-5,3.0714353734650916e-5
1.650257093631231e-5,1.5639312671707807e-6,3.474932506445863e-5
1.1673894073859025e-5,4.519695283488263e-6,2.84964157857362e-5
1.5265025346917687e-5,1.5442609330164564e-5,1.3276380924763778e-5
2.6957510917473116e-6,1.9315135431223738e-5,2.1059522966676174e-6
9.458924065455117e-6,3.942530537207411e-6,3.786877497529259e-5
2.3452681613710313e-5,1.3739930017013549e-5,2.587488111387338e-5
1.4603802726432274e-5,1.8756137371479854e-5,1.0163199828176212e-5
1.5463805421150168e-5,3.291141164528684e-5,2.1320031534982303e-6
2.859001756927458e-5,1.3622218348632326e-5,4.158674435784963e-5
3.835796790366294e-5,1.5035333767174657e-5,4.834473567791638e-6
1.2621773718478148e-5,1.2624599492584369e-5,2.077457249787272e-5
1.0619455256921898e-6,4.493406715053485e-5,6.900243612146096e-6
2.2763298268292367e-5,1.481876600509017e-6,1.2393537424647343e-5
9.615259709137016e-6,3.0749875887440126e-5,1.5068738197501696e-5
3.707506652705087e-5,1.3166051782330774e-5,9.786737816029751e-6
6.6820660861376e-5,1.1949964843818614e-5,7.463041509855285e-6
2.0631028742878892e-5,2.2239029610284566e-5,3.763829415894518e-5
7.380096461314688e-6,1.00409309955529e-5,2.5355492925277917e-5
2.254828096663504e-5,9.029502881787384e-6,3.296496852452486e-5
1.5140794542106352e-5,1.6991472734522247e-5,1.9151059290224643e-5
8.620190885598796e-7,1.0152277346172538e-5,1.8265650646265515e-5
2.052757745464765e-8,2.7182664801800288e-5,7.436058688487996e-6
5.207882331907515e-6,4.082357054314596e-6,9.946847560215228e-7
1.6927991596873164e-5,1.0074666830880528e-5,4.143833660644211e-6
1.721195355338012e-5,1.6710350897432344e-5,1.236338304390354e-5
9.076985894142445e-6,4.484068600395827e-5,1.4260258848350915e-6
2.2673181221456242e-7,1.2994900347434785e-5,2.194624306994866e-6
2.7782012962482622e-5,1.270228062434889e-5,3.9251414889322903e-5
2.430890816872399e-5,4.0127206923366785e-5,1.4447007902831653e-5
2.5845224359135024e-5,1.9104275473263722e-5,1.1121975352039396e-5
7.758219228924611e-6,7.893429246935724e-6,4.950428223296914e-6
2.195418392341672e-5,1.83970493867727e-5,1.3857463603260856e-5
2.9755980846107235e-5,6.554086874788878e-7,2.8357823375435366e-6
4.551080655856953e-6,2.0489215641921277e-6,4.343111422386962e-6
1.9795944086152448e-5,2.8027654722075154e-5,8.529502814111005e-6
8.553126269586818e-6,8.247586062113774e-6,3.969133866543465e-6
2.661213944674306e-5,2.4617151822769695e-6,4.8133093002751985e-5
1.6486311309456687e-6,1.9674810260588704e-5,2.4904865586075012e-5
7.185973154939011e-6,9.716556413444167e-6,2.3638148797788486e-5
5.701209146542505e-5,9.29095939436831e-6,4.898747355329661e-6
1.4391999487082182e-5,6.477859432835585e-7,8.364227661901224e-6
2.534339561618936e-5,1.4598932122035475e-5,1.6608986538573978e-5
2.2534381376150998e-5,7.732722758807283e-6,2.3289366551517146e-5
4.702216958673173e-6,2.6966906976032237e-5,6.019644675231555e-6
2.129113078516483e-5,4.121661864515563e-5,1.5329386274576546e-5
3.243928193736548e-5,1.0749414497005312e-6,6.155940806291462e-5
1.0979694367652506e-5,8.944412485350936e-6,3.8350635258418206e-5
2.5007184115207485e-5,2.529883650058983e-5,1.1131006895186444e-5
3.124557950390598e-5,8.252262545421645e-6,6.432486152378372e-6
9.045071721800981e-6,3.931710262386222e-6,8.043992770353297e-6
1.5776164925676404e-5,1.4064446460086362e-5,1.8480272198965724e-6
7.322026139828921e-6,3.9907256720626666e-5,3.515295366026256e-6
2.698785125571707e-5,1.8726449467150534e-5,6.759710088119025e-6
3.050060877933722e-5,6.297562454040213e-6,1.4847187159635384e-5
9.145278703025393e-6,1.809524023326428e-5,3.064783888926554e-5
1.7760960536734098e-5,7.691969410704572e-6,1.4449469565722614e-5
3.913746448281786e-5,5.425946896262043e-6,3.182984119133023e-5
1.456944964476604e-6,6.246364013175339e-5,1.4485245589815333e-5
4.6057435602596484e-5,3.216250027424857e-5,5.603492053762703e-6
3.6559453059721914e-5,1.824367229917627e-5,5.262303967463686e-7
1.1601980836826489e-5,1.822353479666862e-5,2.6913002952971016e-5
3.1932293748767734e-5,8.64854670871273e-6,3.2435100355320656e-5
7.680539367505472e-6,1.310230317084942e-5,4.038748822298688e-5
1.3200066197607694e-5,1.622115978873473e-6,2.0918016747342854e-5
1.4412219819888797e-5,4.577457736744573e-6,2.2987279439547665e-5
1.3119453711038853e-5,3.637789238140114e-5,2.6730670069220948e-5
1.518373064020704e-5,9.721083952217257e-6,6.623993479088894e-6
3.805147363399263e-5,4.961833831183545e-5,8.41103448449253e-5
2.2807717458373548e-5,1.8063803283772297e-5,2.5688884437537382e-8
1.445301549089041e-5,4.331438589191101e-6,1.1264876563928121e-5
1.2694029050011248e-5,2.786714503507344e-5,2.0133227718565425e-5
6.007716175047799e-5,5.3758435927735274e-6,2.5524372756088953e-5
4.9466747425637755e-6,5.0080518052008716e-5,3.993495070469769e-5
5.627114796919955e-6,2.1245393008181358e-5,2.209054277570805e-5
6.809513475013121e-5,3.954853531073088e-6,1.9953709512285716e-6
2.508213645161497e-5,9.671767997681934e-6,5.778178185665589e-5
1.2982741751116111e-5,5.232657087238164e-5,3.0199577980754206e-6
1.3274237786214779e-5,7.350670295356994e-6,7.877565819007373e-6
1.1643818674103442e-5,2.397985660005832e-5,7.0690118968232436e-6
5.150465633444552e-6,1.007888334560349e-5,1.393447540889367e-6
1.4993240481506103e-5,6.662290482532797e-5,4.291644253295128e-5
1.2419364979649743e-5,4.175172382192478e-5,1.4985155195305347e-5
1.1511162192022964e-5,3.829773634031076e-6,2.742785057573623e-6
1.6584279503642865e-5,1.0844119554333152e-5,2.3254892052949562e-5
5.2903601428742086e-5,4.759419768377615e-5,7.305662739744456e-6
5.5585423651624894e-5,7.588037421479226e-6,4.835993943893438e-6
1.132035808654384e-8,1.3564038597661477e-5,1.618357727833469e-5
2.5692631658847153e-5,3.3102227514222396e-5,3.863867138962163e-6
2.4113663698094497e-5,8.608683240807723e-6,4.3689497728156184e-5
1.981317592266514e-5,3.060171904425638e-5,2.1796738346087015e-5
1.5507643614742884e-5,3.935486881210601e-5,1.7659077516848e-5
2.1881463160710972e-5,1.061590706722122e-5,1.3785061816234099e-5
1.742530037838853e-5,1.883452203320936e-5,3.838228150829054e-6
1.3687044748243759e-5,1.1038470870371564e-5,1.8180358656377518e-5
2.352708683910147e-5,3.931550452393625e-6,1.0046448378653552e-5
4.760160641813721e-5,2.6758332601858046e-5,1.4429781733304495e-5
4.0686827702275625e-5,9.955564942168286e-7,5.8034122453336595e-6
1.8272919109828736e-5,2.8344964261530417e-5,1.8842698543712552e-6
1.9696512031652544e-5,2.702869822786152e-5,2.6580191608115763e-5
1.864062707460303e-5,1.3035665565312808e-5,1.0947438490899107e-5
6.0682904342129905e-6,7.149193597276553e-6,3.120103938427294e-5
1.7395951781552733e-5,2.065209303111362e-5,3.575784970290543e-5
3.153631918907991e-5,1.780078239684814e-5,3.563957427000228e-6
1.5788295885678872e-5,6.3605929868210395e-6,3.7634735992830245e-5
3.6609295944697996e-6,1.6949078486911865e-5,3.4151541539881696e-5
1.0460032783248572e-5,4.081910346475221e-8,1.072712615295003e-5
1.2973445335357823e-5,1.1652851251453652e-5,1.9333424156695884e-5
2.909879165923416e-5,2.3752402008337266e-5,3.0408580688361663e-6
6.423750884751645e-6,7.476342972997018e-6,2.487766960823361e-5
5.532211753825875e-5,7.76156104411687e-6,2.362014635635079e-5
9.288473847294298e-6,2.842096954371544e-6,2.634097804091437e-5
9.354429321035378e-6,2.3526793096740274e-5,8.94600092310419e-5
1.3893328931684473e-5,1.1300592165237142e-5,3.205990415218592e-5
9.604998571244066e-8,1.7130876790312446e-5,1.4005932487097713e-5
1.320507345400381e-5,6.923170634116611e-6,2.824941334730627e-5
1.1131597041322001e-5,2.1264552934522403e-5,2.9506730831252194e-5
3.375630255415827e-5,7.818056081985239e-6,1.8886078245731673e-5
5.186251812224511e-5,6.2291692486552425e-6,1.5384016469015425e-5
3.082223035396649e-5,5.980478440625882e-6,2.016196696429886e-5
1.646864380136176e-5,2.0043673616564476e-5,9.194013634376582e-6
1.467659293478406e-5,4.437187759307924e-5,1.3433885421702782e-5
1.8284611122114525e-5,1.288946074573028e-5,4.396676459377513e-5
3.9171198904276406e-5,2.2988130896810038e-5,1.2503552657793155e-5
6.96598794512257e-5,0.0001237750530197782,4.505638781095254e-5
9.339532515097622e-5,6.721902571401583e-5,8.531098215229945e-6
1.8030281337538727e-5,2.8264429133425998e-5,1.9460748543826797e-5
8.237800312002813e-6,8.394020469359998e-6,4.28155487012807e-5
1.302102646038047e-5,3.196193053074531e-5,9.249659856922694e-6
7.180879153811137e-6,1.1396751765026914e-5,2.7075281063075612e-5
4.4319858805655865e-6,2.0289999263883535e-6,2.087601212778186e-5
2.0412606664778987e-5,9.218600271981394e-6,1.5906868241628638e-5
2.8219926913306626e-5,2.4050043575039324e-5,1.4367005059497871e-6
3.6211457787092945e-5,8.628864963156552e-7,3.597721622923752e-5
8.909612930795263e-6,1.9560082915380876e-5,8.217899626253698e-6
5.167825423384499e-5,2.9398942671559744e-6,2.255547464268051e-5
3.349181332628693e-5,1.4191589545477027e-5,4.79210707700643e-6
6.232742402227805e-5,1.3109149073783856e-5,3.69451536752953e-5
2.4444220676125043e-5,3.6390441463580655e-6,1.8704411539355314e-5
8.613174052461002e-6,1.758256331131875e-6,1.5084600996078963e-5
3.105440859833972e-7,1.622910388077535e-6,2.8426543142182114e-5
1.4605792098257595e-5,2.7528391829836526e-5,5.427293514827122e-5
1.2000466976936393e-5,1.7194198281832253e-5,2.5905583404176487e-5
1.0412082421333772e-5,9.032430118153785e-6,1.1816842818037226e-5
4.18719247865734e-5,4.605193397793508e-5,1.736440984118077e-5
1.0707544473986738e-5,3.512526668625304e-5,2.1438993376855855e-5
1.8320965658995188e-5,1.3120273230768547e-6,3.590922915421857e-5
3.44864598797816e-6,3.766116209207373e-5,1.2598513739377482e-5
4.40737120365061e-6,4.038630756360859e-5,1.3498895099027677e-6
1.3196286168986118e-5,9.854416960764768e-6,4.090775632023149e-6
1.73040399382521e-5,3.5447909667071937e-6,2.1983202112017802e-5
2.56513473702652e-5,4.596322781893953e-5,2.10733474994146e-5
5.366385863641402e-5,1.3126827272023642e-5,5.809186429396515e-5
3.9137219854883005e-5,2.0580817830701614e-5,2.4286044932341492e-5
2.1557604598111488e-5,2.0464433291135836e-5,2.3763203958355063e-5
2.6476199349983905e-6,2.1852103278753402e-5,1.2433513851390167e-5
4.416346509664805e-6,3.444471671637945e-5,2.503876805480061e-5
2.534725547873077e-5,1.6810831227047893e-5,4.83458390363565e-5
7.548623174661515e-6,2.3921462116236523e-5,2.9644263110804963e-5
2.7929870874135487e-5,1.3492529974763379e-5,3.0022324218224012e-6
1.7564096411411244e-5,2.7006761319559053e-5,1.623294449563762e-5
2.469697688879365e-5,2.1788039352873654e-6,1.9199151718842907e-5
2.753644973143188e-5,5.651451540586865e-6,1.3497645156450979e-6
3.752009098614504e-5,6.067117449556944e-6,3.4851862720787477e-6
3.255307355336561e-5,2.6306220435692322e-5,1.6810535924190913e-5
3.33509575710261e-5,1.3785612968456023e-5,6.681129651212513e-6
3.4157742783175264e-5,4.65704125569464e-6,2.6979516486385085e-6
3.0127361239559554e-5,8.706155810051922e-6,3.9538979151363607e-5
1.8716109006252817e-5,8.357653553457932e-6,2.8108385610731998e-5
8.821335500163904e-6,3.684352439568497e-5,1.6116620778878242e-5
2.5272223578839586e-5,6.381937082431268e-5,6.867694218865267e-6
1.4515689158174876e-5,9.121836950327217e-5,3.7846140759605594e-5
1.77854796587706e-5,2.68039335741094e-5,5.419259563458964e-6
9.218910220851125e-6,8.785301123506047e-6,1.1478935970561727e-6
3.174022326064815e-5,1.559949793310328e-5,4.808560219458107e-6
7.669865443561631e-5,8.596371448156635e-6,2.6599216032482648e-5
1.988547679825624e-5,3.1005100199319117e-5,2.5171398014662034e-6
5.4441293061636315e-5,5.53800501890516e-5,2.567838383628542e-5
3.4481241336756566e-5,6.391227473138626e-6,1.0326453372894093e-5
5.101826479304068e-5,2.9928751248775325e-5,2.793018490068642e-6
3.291373306534763e-5,1.6750645791648978e-5,6.033280967059854e-6
5.1146411909930685e-5,3.8916666642549185e-5,2.9164523642856622e-5
1.4405607306977041e-5,6.828073344915437e-6,2.0429046431416445e-5
1.5086584199567171e-5,2.5399900441264017e-5,9.381439642369488e-7
1.4289617015332332e-5,3.879678331965666e-6,7.438140000872675e-6
7.679085861552493e-5,3.630638948364899e-5,9.399584376262747e-6
2.1669336416198134e-5,7.802332948917167e-5,4.547469028721347e-5
8.88493328753898e-6,8.44220049073986e-6,9.548079340779105e-6
3.664071605173685e-5,2.0539067979950693e-5,1.7338668561830743e-5
4.885895230886292e-5,6.970941877187248e-5,2.053682707967224e-5
7.62989387978146e-5,7.037110480645293e-6,3.5111443502530324e-5
6.486107129225669e-6,1.0380324644673575e-5,1.9532583251748587e-5
9.91178718657816e-7,3.1986101220032866e-5,4.02415167896581e-6
2.861578862466515e-5,1.0360149793229257e-5,1.719182622085643e-5
4.345198011440919e-6,7.324592079835116e-5,2.7165360923777923e-5
2.447958110921823e-5,1.1228596976625495e-5,1.922968437572046e-5
9.745844813027645e-6,1.0371190197249837e-5,3.338721727834905e-6
2.043954484344802e-5,1.549760097098676e-5,1.7317035419757602e-5
4.78880038135865e-6,1.21395376672322e-5,7.927000320548176e-6
6.124392045983083e-6,2.18147901087342e-5,4.28052923150141e-5
5.254051038185138e-6,1.0865829031383102e-5,5.442462426563923e-6
1.4896924326521977e-5,5.438910605604849e-5,4.419485054167232e-5
3.0825152565302856e-5,3.235606305652443e-5,1.7572479154021507e-5
5.113107669146584e-5,2.6763891329854476e-5,8.519786561842516e-5
3.07927362431632e-5,2.4768484637578157e-5,3.602481002155229e-5
3.391675994257831e-5,9.836778211203102e-6,4.4531979837710695e-5
2.1750553620031176e-5,7.482698367139748e-6,3.6100889528917524e-7
1.4834204314814849e-5,4.424357943416165e-5,1.34213705122931e-5
3.247876926421028e-5,7.561798109577877e-6,5.703724477531651e-5
4.9930720775095185e-5,6.469179340378775e-5,1.529428825878688e-5
4.781721120003594e-5,3.104045560116937e-5,8.017672252626125e-5
4.448819510831593e-6,3.9721517701494685e-5,4.898882367979113e-6
3.3570123425140346e-5,7.090336713205666e-5,4.7955312647930864e-5
1.764441404396065e-5,3.535271686498488e-7,3.6203777033210404e-5
7.036764914793861e-6,7.15589195250233e-6,4.648448644123801e-5
2.303065528588854e-5,2.360251078073858e-5,7.637063642401553e-6
2.771581434806336e-6,4.067911682106477e-5,9.811343060407418e-6
2.6540947151863084e-5,5.603380045608087e-6,5.999793750374114e-6
1.3486762626493083e-5,2.0894442948137037e-6,1.8635588578449437e-6
1.4350142560943334e-5,7.4749827805835085e-6,2.2505002837145343e-5
2.6621381877869704e-5,7.748849414731558e-6,3.804801933773395e-5
2.6326652439670922e-5,1.4710346060301729e-5,1.9098258668862228e-5
1.6458821281715449e-6,2.701454864555897e-5,2.6977085142778054e-5
4.621747330063333e-5,3.122541254371913e-5,1.7224812514757532e-5
1.1518453822996588e-5,2.6644364604432428e-5,2.9278728516614405e-5
2.6671096063490136e-5,2.5886520860060204e-5,1.2743888351772831e-5
6.352449126509826e-5,7.525405795206645e-6,1.916484606556781e-5
4.649254497774489e-5,9.356751499086294e-6,5.576959098525783e-6
4.0883029419560146e-5,9.786798920997376e-6,1.7406055307132425e-5
2.656797745728245e-5,1.3530959291990732e-5,4.235385524328807e-5
6.031201561303504e-5,1.5406198273681468e-5,9.947252427174703e-6
1.7421703270835598e-5,4.2719529925462875e-5,9.258953998733015e-6
9.407031286905797e-6,2.8603420467301273e-5,2.9302348022438723e-5
1.2504940586849114e-5,2.4305788600259694e-5,5.732143170066364e-7
1.7669530416239982e-5,1.5130791107086138e-6,2.562541364966194e-5
2.4661951239031835e-5,6.1257068801853774e-6,3.3851437035610485e-5
2.340217380007032e-5,3.656233235116063e-5,2.3599490908644e-5
4.149202408040976e-7,5.3411742595577526e-5,1.6633657345471866e-5
2.9391993902967107e-5,3.1291339784822485e-6,4.2393915604976805e-6
8.651058688602329e-6,8.764487871750066e-7,7.0977022706578556e-6
2.371223508462168e-5,1.642278447491643e-5,5.915080974716635e-5
2.4667854734442345e-5,1.1228943406260593e-6,1.8466317480186203e-5
3.52421341916347e-5,1.1620705223863961e-5,2.6745890519450944e-5
3.741132030185943e-6,2.1161642106622314e-5,4.555973338728993e-5
2.2426862489136668e-5,3.462538004337471e-5,1.9164610552532845e-6
1.7634439725810205e-5,6.423734735085131e-6,2.106447623333336e-5
1.755979862246361e-5,2.0910440468660152e-6,2.4662303513240435e-5
3.5984615435134854e-5,4.733412248970418e-5,3.062030827658137e-5
2.540026124768032e-5,3.9486336512362464e-5,2.2284894715701255e-5
1.707071418565174e-5,1.0226297364045576e-5,5.6692568585351496e-5
5.234348658635396e-5,1.689755864226366e-6,6.50411725568747e-6
3.1705590491750415e-5,2.0796928729768033e-5,1.4194022505643225e-5
1.6789433106054606e-5,9.714600768402428e-6,4.827144046457793e-5
1.5825214399830553e-5,2.3267443257260682e-5,8.996353323980572e-6
1.172126577833028e-5,1.4973057440893666e-5,7.666846729563921e-6
2.0749766060995567e-5,2.7556426202608066e-5,7.765191233253636e-6
4.042132690281634e-5,1.6364797092583314e-6,4.269654344866833e-5
2.427599365698898e-5,3.2493269736921176e-5,2.028681091513816e-5
2.3862965560797725e-5,3.51094972807883e-5,2.8311692183790148e-5
1.01465097552484e-5,1.8038813284374703e-5,1.012374532101623e-5
2.8104982172610946e-5,9.119217643599818e-6,1.358461798570371e-5
6.1817755161487275e-6,3.345537580836887e-5,2.5794556744322117e-5
1.3557215324527605e-5,1.4534601369218869e-5,3.768184097345872e-5
3.9278821296016654e-5,1.2016195100103455e-5,6.849310956880817e-5
2.4312593943675134e-6,3.158919397795587e-5,7.85601424742484e-6
3.1793078155425245e-5,1.9684000485450272e-5,1.0798258833656548e-5
4.103391130736255e-6,1.4835628154643417e-5,1.7520925124311774e-5
2.385475207345432e-6,1.1315024442279182e-5,1.0544115525216188e-6
3.056038111733454e-5,3.119254848311657e-5,1.4745745861135973e-5
1.2503514054054503e-5,3.133387788662882e-5,3.632496009160553e-5
2.2598052621731597e-5,8.248485613404128e-6,4.139157232247239e-5
1.8356562743255452e-5,1.2341415776853739e-6,6.333871983793007e-6
1.2079549031286345e-5,1.281427945181682e-7,4.213895765209987e-5
3.0260844610944428e-5,7.93030101649617e-6,2.4775764430516597e-5
6.293107332955726e-7,1.0137236324012554e-5,1.392986812896761e-5
9.122516635598553e-6,3.082431689483273e-5,1.9060872635557564e-5
4.696345582146729e-5,8.928653825173532e-6,1.0322848127774107e-5
2.4667190419812208e-5,1.793985342929213e-5,2.6490715294621337e-5
3.094816740388238e-5,1.7523023313678612e-5,7.59075791531507e-5
5.209621047622859e-6,4.720217045904097e-5,2.29019832318994e-5
5.368879526311817e-5,1.931652482387025e-5,1.7180803556989074e-5
2.2417487503339952e-5,1.9309132551493227e-5,1.0375310586446864e-5
1.6399016803893502e-5,1.8129251238951175e-5,1.7813176756370517e-5
1.1013310499992767e-5,3.550230337543869e-5,3.3796142054854424e-5
1.59955454711543e-5,4.848820202222764e-5,1.5035886325079505e-5
2.4771472296950522e-5,5.352555453427635e-6,7.014767393811037e-6
3.02957531588878e-6,6.957322702154041e-6,2.1839344013305817e-5
1.727473262970486e-5,2.719624799958704e-5,5.302373767127836e-5
6.770759647655088e-5,5.1549373756620634e-5,2.3903274170278086e-5
3.4195872304954696e-5,1.7617636691620986e-5,2.668716610026056e-5
2.7772581640694532e-5,1.862243302741433e-5,1.2903557507387352e-5
2.4633586533493977e-5,6.556686852105291e-6,2.146197157862927e-6
2.555426038426018e-5,2.3546144298480006e-5,1.9648916412497352e-5
8.410640677418404e-6,4.2769006697963415e-5,2.16892492391819e-6
1.7638670557654025e-6,5.174101625284717e-5,1.3027471329322469e-5
1.7110224966199854e-5,1.4414673923765292e-5,2.0709664448539427e-5
7.976927799152616e-6,2.4277277751296058e-5,1.4806922817192101e-5
3.001528457641681e-5,1.831608483790696e-5,8.008131965306216e-6
2.9204948101966053e-5,4.8350743196676045e-6,7.348827835003164e-6
9.226353374644799e-6,4.104417737576237e-6,2.5593539756389226e-5
1.936567097082297e-5,5.2134653073812425e-6,3.154722202587647e-5
1.234807013973694e-5,2.3884753301550868e-5,6.523776634724567e-6
1.3579878587088819e-5,2.4048792266448206e-6,2.7610648815476532e-5
7.062734875862146e-6,1.4015216594198164e-5,1.0882150710781132e-5
3.4309182657216324e-5,4.520803570072765e-6,4.535590412649971e-5
2.7029931313066178e-5,1.196037410205114e-5,1.630646535176336e-5
3.718950382572027e-5,1.3955278378864645e-5,5.7650280543590697e-5
9.134571500288578e-6,1.94515807844547e-5,1.7170082504378912e-6
2.499239733377588e-5,2.2953442087134907e-5,2.3745338683569156e-5
8.739861340656198e-6,4.083309972779316e-5,6.55170599523095e-6
3.875331626286778e-6,1.7165254405041547e-5,7.758005221284514e-5
1.5399168768445792e-5,1.0138634858236624e-6,8.83944900185897e-7
4.373057976175919e-5,3.585602210677604e-6,2.043998422038992e-5
5.451523090220212e-6,8.06960524009214e-6,1.2364197561252277e-6
7.742391535634145e-6,1.844994466923395e-5,2.420526121995259e-5
7.970632905164848e-6,2.3774440517351566e-5,7.373530133229964e-6
7.002012920649482e-5,4.8731091656679396e-5,5.785236877495953e-5
2.0101765076546207e-5,3.1060360251286346e-5,1.2137481894879828e-5
8.697014934954433e-6,2.332889477636491e-6,2.469023456615409e-5
1.187767231673542e-6,7.740518661522905e-6,3.668727623692051e-5
1.8992026239981004e-5,2.2771558743389307e-5,9.255447853820474e-6
