1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
190686.5004929538,173528.38990388063,73329.17429216861,84488.96402779676,78596.22548833868,84851.37138744652,84662.42522153458,75797.15689546215,74708.90539582372,74384.07935309755,69994.58598687273,69994.58598687273,69558.0168817033,69038.9969335036,61430.72971682247,54282.875123425525,54084.73867650859,56009.79844466969,49926.80601089694,52380.28959883277
140179.27570316155,126490.35213853297,105266.56313741006,120347.01361472764,118684.92056272709,122303.19729811857,122233.23606740286,105521.61934958254,105112.67718503578,103809.23142300878,93388.1004317494,93388.1004317494,93661.9588440125,92928.15923946559,90138.07455723049,86836.99939228203,72987.81904552523,74190.8811576674,71865.85806695442,71218.25513525103
377797.85060561803,316644.6399696441,273776.44990098773,299712.3806760929,283420.44376123033,279698.6762360723,279350.93697681295,246017.34269447048,245026.58796263512,242906.87751602658,236687.94471256313,236687.94471256313,236676.40352065818,237416.34799887362,235132.18754640364,233097.714490624,225936.42909499723,227349.8238884949,191002.6911655869,188725.7019013125
413838.6896763021,308295.5799062124,228899.666290804,372133.98172008415,350785.05110144324,357998.0550662556,357603.72550151864,316569.8188161848,317064.05229701183,316694.1461092063,313854.7286552933,313854.7286552933,312934.3499115613,312977.4255594231,210670.83839733916,118472.0979808313,106423.10731606383,106360.15999546189,108717.465809269,128267.54314546325
205978.9216234436,176869.4095229586,146534.50651513838,142782.40841066017,138024.9423955511,140976.06394310127,140481.9173796422,111254.2162303676,112180.41858088516,116084.53225550789,103090.08767392892,103090.08767392892,99849.28839145887,99446.93401941411,67037.95165890398,67537.08496553141,67905.9564165069,68702.21445658989,68688.34095626957,79280.5295812537
477434.8831076393,488327.10064422665,497989.6527024566,493626.02143653674,499853.45430918067,506153.70026333944,505293.7339196634,523886.37443342624,526917.0298187206,526898.2897969545,528886.32229538,528886.32229538,526701.1804927884,526680.4565612283,528688.0847210671,530691.7223278211,534124.7242922095,529162.2534252004,531239.017100161,515850.8393123911
260862.67787005263,240166.92159538253,208966.73776146965,221143.43126409632,213314.3039745994,213978.68163208335,213476.96153893677,199536.49171178244,199682.130777936,201468.1557338672,196848.4155688183,196848.4155688183,195947.17256335364,196517.8255935717,196677.95112388633,197146.37454886234,198063.15505040492,202723.2784599784,196459.99417227387,200750.55569027312
267072.74172468454,213230.91801516846,105580.56869542523,117363.35076044599,101964.07233328672,105415.85306535546,105979.07779602724,91325.8539208915,91707.93971742876,87953.59457557171,79123.68438249282,79123.68438249282,80086.82867146838,78944.11960931741,78221.59163833238,75453.89176099063,73588.31621887801,74031.97850321485,79256.83324728263,95782.49144400984
158053.0163947407,112563.55788017012,89119.15315715935,122585.04612594165,109811.88674430025,111257.38016886573,115572.72819219668,77260.27682924319,77916.31682125243,75358.5328518123,71540.99088179498,71540.99088179498,71598.20680998897,72460.99641267124,67872.97052053944,65808.85200135774,60592.800888792684,59345.501143789086,58339.83451259352,64898.97009613811
125010.0000566809,114550.98165912167,84102.64497899059,117802.98251669157,115861.14018202048,115565.81973007586,115798.12754050571,111340.67880804003,111995.34014516264,109955.20947946761,106009.29351894173,106009.29351894173,105886.57714208508,106707.86637922125,74394.56500352653,46379.28481586568,44407.850377262126,44268.39821921905,44446.809663684464,47839.589584001806
135378.46451040922,115430.36121923379,87395.64938676082,86124.8068541067,87957.10578688665,88784.71435597744,88423.80026112759,80145.80601186038,79716.03275264631,80049.06136313049,76690.4845770607,76690.4845770607,75448.73805235646,74787.91489621688,76517.50024507406,75593.89595713667,73974.8863453965,72802.41521306068,68021.03038731292,83129.3073028388
114861.17820824723,96286.23466866763,75623.36451323629,56753.20587319612,56612.563882170485,55590.63862825645,55203.59242816221,51577.53688831684,51705.66877090758,53249.36187993786,37338.097286810254,37338.097286810254,35855.35555240777,36234.51671981786,31574.6195126097,31017.892783211973,27778.838484008684,27515.818889811402,25799.383515658046,24689.173003196065
