1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.35451088284646404,0.34042958192463924,0.28619206661455726,0.27985502943375046,0.2770290540136027,0.25141686484768344,0.24590265034960176,0.2500089481035591,0.23667635485580787,0.21627893431559983,0.20720213667284532,0.1843609567493691,0.19005065984284292,0.17995343627623633,0.16866810299912469,0.13602578532600176,0.08156322726077336,0.03821639734324668,0.0019017974086536196,0.0024665093543752258
0.28674167065515743,0.27741034592127606,0.25700621428458864,0.24433060862586856,0.22580540724465234,0.2013487607937874,0.202016945162258,0.19793447560113944,0.1775574203405363,0.16735514656528022,0.1632144728361911,0.15797645006663727,0.1579475004909772,0.15868141997994376,0.16067957026116897,0.15452232964221488,0.14702041963762846,0.1436712696005703,0.12301916787656891,0.12261253924181366
0.29276896958322557,0.2904827331505421,0.2905562494639317,0.25520607138018914,0.2401088653776904,0.21685354832707596,0.2244373572396824,0.21608565473602656,0.19321589130178918,0.17065228917980985,0.1688893418206156,0.16192510355033804,0.16417381966371433,0.16428254655106272,0.16129014132545774,0.15960610150967514,0.15574825645066048,0.15194443977432734,0.10687018304891799,0.10151520351823219
0.3402750751270595,0.317522250544145,0.2973578478294404,0.28293982590979816,0.28104451062546804,0.24113389012958353,0.23830272900489322,0.23608328525021666,0.22073640227789226,0.19193717836853846,0.18760011742155192,0.1792235284310673,0.178921278944283,0.1812224191880993,0.1782215255557755,0.16832607866910532,0.15829819360740133,0.15203677470777374,0.1017472062587986,0.10686024984150995
0.29344749918023794,0.2865088599418966,0.2739962918680291,0.272464868598897,0.258509689006541,0.22793528915618064,0.22304825168197334,0.2270101696269457,0.2144811865130687,0.2137713723435658,0.20485152843850157,0.1902242436672929,0.18887248705295395,0.18058689792232208,0.15914639996403065,0.12113211836657466,0.12726186914400445,0.09969754006306315,0.018021006167748717,0.030992544265909364
0.2968673625461099,0.27574906566113777,0.27648931430685547,0.25516026881135023,0.23008975116757976,0.193812096501481,0.1849830510409828,0.18581129895451148,0.17745984060397543,0.17105768668713192,0.16374548836032665,0.1496957157953285,0.16013484986383833,0.1552025917081354,0.15572788779999178,0.15648595825411904,0.14984073274589782,0.1446471794435394,0.12313968000974226,0.12260786477416938
0.38549864785883126,0.4014052483846637,0.3520810618756385,0.30969513324110864,0.26034339557051545,0.22566665081492518,0.2123857068364484,0.19617572343383632,0.18024252564852422,0.1698203073519907,0.17300990157561988,0.17250774361105048,0.17130396150630972,0.16383418705991565,0.162257951276816,0.16580398951788133,0.15900221283586916,0.15143245709926265,0.11365253676889923,0.11228291928265038
0.27195136402439657,0.2727527483215135,0.2513370526775045,0.237315623363408,0.2025916294248802,0.19192306515002097,0.19460315132102626,0.18633999018966965,0.16929544298151003,0.18366483103497558,0.18377885328196109,0.18645853073576749,0.1817360306086345,0.17310068471344298,0.16927048184934293,0.1653785758861526,0.15887247601082619,0.15185236318694256,0.10198747671268854,0.10518728392204739
0.28740442056228777,0.2890577297540203,0.2576050127225169,0.23079285283397816,0.1991013336047258,0.19662569389104956,0.2048256156618624,0.19001498659940605,0.1820744497544907,0.17099105776804568,0.16730766361540236,0.16732669637648406,0.16337457594915972,0.16191126944985876,0.16024721701212463,0.14155683661202684,0.1383102156423951,0.13329796246161477,0.11919075292931623,0.11611026035184331
0.357105123035525,0.3430576963999189,0.2989658753898773,0.2611884528683832,0.2375731722902242,0.20821988765709476,0.19991273834950105,0.196397737632425,0.188602398005412,0.17419962093870694,0.17142011012158112,0.1638016807729679,0.16076237867249396,0.15936370071277184,0.15192016897524194,0.14501975505714146,0.1308227382244233,0.12913834645771685,0.11434301105506826,0.1147316399831153
0.2907440910958559,0.2893223652776783,0.2823559713939764,0.26845817990744003,0.25155968288062025,0.2157085619164667,0.21505955146638284,0.20324567167340882,0.2003223641979515,0.17940559075307272,0.17282934320293322,0.17035586069945166,0.16325100613995602,0.15916897167204985,0.15932552927206017,0.15405302391265177,0.14497332323357173,0.1445860445795674,0.11686000081383376,0.11648402179142968
0.27008318115677066,0.2611085284749931,0.2481533830389183,0.22787375896474893,0.20448727682830498,0.19474532397022412,0.19251273095592356,0.18601318443572853,0.18229226185671266,0.18012882217011028,0.17589454729438092,0.17120135721253638,0.16778127272072274,0.1569244485035853,0.1502715743592407,0.1465553109418796,0.14663743220390474,0.14409666563641496,0.11541388047666593,0.11710399767130586
0.3132148795124589,0.2972246614629,0.29525776360560013,0.2731530819303712,0.2536877045358407,0.23829962349200404,0.22912028751273447,0.22148196010115706,0.2048024975783799,0.2000176596463459,0.19180804263886822,0.17862984924968578,0.18047733337551516,0.16609570340965166,0.1693373304135661,0.1631470902326802,0.1593010625852804,0.15024887358347455,0.1152515455220693,0.12032037250918698
0.2795620505692341,0.27301139997545465,0.24930286085078204,0.24930010821657986,0.22360851884774183,0.23621363076356836,0.2371782827299598,0.23115182501955386,0.2185501915745903,0.2130207167724547,0.19893115858580215,0.18665058364656553,0.18624705711586068,0.17474354620473487,0.16685251671731466,0.15325650997814258,0.15073113928927104,0.1470920925693717,0.12193286838404256,0.12108841893831415
0.28806888609666415,0.27657307223930827,0.2779297157017807,0.23720940522394524,0.20728852073621315,0.21441754072126112,0.20945540215543404,0.20205164001659476,0.19388992092484902,0.18826845358264774,0.18169560856924158,0.1669028758543421,0.16063020275662698,0.151658569024366,0.13912332018224832,0.12750476431299962,0.1276496878468797,0.1151657924038979,0.09979030842565798,0.10334765739259998
0.33784145302408536,0.3266490884585513,0.2829113629378815,0.2652697044382109,0.23351355678971994,0.21263789567566999,0.2025106312993181,0.2030902377039548,0.18421616374122482,0.16353202062127636,0.16470988506717893,0.15631081545903233,0.15628486280805085,0.14433884768860938,0.14152830760639235,0.13293355656510933,0.1252416886600241,0.11437847109481952,0.10222242671009032,0.10411302745495711
0.3139498480862955,0.2963161376932958,0.2958191187020034,0.3017976243173694,0.2785176915860078,0.23892655472841134,0.22961106470288267,0.2167702746784873,0.21356582109037114,0.1904453370060557,0.18220038380607992,0.17511347312463665,0.1761951514817842,0.1731948334372966,0.16786221024964565,0.16729806586295914,0.15908267814734817,0.1517456165520205,0.09705089329496218,0.09711687773202368
0.3943288067736222,0.3938682830268661,0.36329251079648156,0.3354399921809044,0.2778401685400216,0.2785947270101813,0.2648377418065016,0.25464644707632417,0.2310274204686975,0.21109298906199445,0.20482363583738622,0.19411556590540585,0.190487530956374,0.18269895847537837,0.1781224094117177,0.16228690065351187,0.14262411198305147,0.13929333363836569,0.07114915750372763,0.07149493261060243
0.3668404595508872,0.3618450639994693,0.3078802154816734,0.28139352181544774,0.2678431750898078,0.20914175530865067,0.21014628644189218,0.19774880272325282,0.192610759280721,0.1762316414608374,0.17184839762345738,0.1676658067564906,0.1576331881492036,0.15622329750483774,0.15761106818882786,0.15182708439898498,0.14715482649822165,0.14392826121940236,0.12309221470202047,0.1222959873148748
0.38166312525063273,0.3783867835466867,0.34929173684490816,0.3029307644445039,0.2568875907946228,0.24068563515539806,0.22965154475230073,0.2235798076354252,0.20963250867216446,0.19343739408559635,0.18016596827988438,0.17015540376811314,0.1629183830986358,0.160334059116026,0.16073954257083128,0.15658462047649863,0.14681041588342553,0.14293016020161964,0.12294627907056241,0.12255098814665924
