1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
75344.94290418166,75343.7639444584,74460.26168518304,78069.03754409043,69785.87717654317,55833.00566021502,54922.46935439302,55464.60198090212,50844.72504126746,48564.469265780586,48190.287430133074,47783.09697231686,43358.45619298494,42878.42746623831,42479.633548860445,42546.35272350917,41010.69186190606,40380.14538973828,39363.09886865974,39022.1550800248
91657.16438229707,90125.50483346592,86502.02020826342,90258.46375198847,84475.3653925874,68429.39335904444,63618.86946564291,63684.16112853275,58596.08656403139,56895.864523614684,56707.66824147515,56126.1034135905,53696.62614947438,53777.061838228125,53716.2708347211,53562.00100811141,51630.31350711707,50330.50464896014,49257.123383552476,48712.18644156957
175170.99002622117,175649.07702173843,175089.20511915034,180755.0961157579,180948.0703017704,173961.04016221847,171629.8148348222,171003.2895608457,162634.90852338917,156301.42810504607,156281.35166408346,155432.54408085826,149665.87873285706,149436.08461408372,148895.2141963126,149053.2975701263,143288.7035191034,142432.0237071684,140996.5288370168,140895.00755952008
184703.46894338715,177379.2021009285,171419.03747107706,183935.93077958046,224177.4395174993,149771.9920997836,144831.2910190547,145181.43804166783,135600.096722415,126564.90374429106,125867.34491601125,124897.52147409414,114712.2380366088,115833.333677621,117552.19587814102,117079.33809823908,115801.1930649608,114154.97423748445,111120.32021030862,109086.74144185755
223004.661493731,222477.23211475392,219614.383128747,226655.80755413295,217477.35333507703,199493.36202631082,192871.3259294886,195379.19168583115,191181.82502099103,187288.22131131857,186542.79244716733,182100.19648070878,178685.09184158675,180689.24583534905,184011.806474173,184810.18921333368,173551.1991417044,155280.90485909092,151167.3157531612,146298.7859426892
159479.604090639,158904.50951356432,163174.41802094472,158055.55897298432,141438.17553214205,126673.313291183,123992.10196834222,124124.16258443757,122805.74511942481,116521.57977165941,114577.31201948285,111662.37214962312,112109.9567559627,111397.3599520691,111449.9713909267,111783.14398575875,102447.41404720198,99191.45854500793,97460.50810303,96908.95933830706
175340.3859381209,177266.520968517,178777.9468654996,168858.21802949734,125927.25459400051,124825.55928792924,122814.13274738268,120833.33477190415,117440.8670759229,115098.34836602678,116614.12256376134,116597.37579833184,112921.32290856249,111355.26844280839,110325.91872079535,108639.7317920792,98112.26668954734,96121.69401888955,88865.18787145002,88745.14514197121
114339.3809464027,115162.03639496004,110352.68121134714,115425.93207603857,107521.86128928215,96572.59963576596,96388.8217091349,95589.97592959947,86658.33293725335,87477.96800504011,87669.93422278877,88285.62447323497,84873.89479520205,83390.4464094631,82622.36860011253,83020.08633166733,64457.26248087797,62474.50514856171,60799.9924518297,60397.275127238
112503.10308795003,113961.91427756101,110003.43274400276,108661.82736034985,98346.24253569277,73094.83785544409,71079.90235746234,70284.91614112482,69933.4497165515,66353.447416264,66398.17397296906,66479.75872014073,59727.49654846495,59373.60435125513,59088.19723968506,58896.815587606536,57272.007612019734,56344.59773862824,55515.09145242974,54845.14758575225
79822.70217121154,78905.50454865966,77015.91930599805,74539.52302823467,64596.862458980046,57233.95620271985,55066.7312661565,54916.26207392762,54446.54437162276,52013.86924260337,51980.638508552045,51409.246041039434,45277.9222608804,45164.85720624335,43893.72987888807,43677.38679385675,35505.189350796194,34352.47017541756,33385.20486563756,33336.61236407238
61537.42518072298,58424.195218730456,57811.04449288383,59887.12653486713,57010.61849908907,50734.227558273444,46681.15145949946,45433.58566328864,44776.27695301976,41788.54493115374,41446.38432888604,41175.91118129611,37598.263303014646,37382.7942480298,37443.61417273889,37365.42727326147,36185.77532524462,35239.15388210345,33378.10686695482,33019.379604638925
80438.36339161199,79578.06893629958,78224.23768145108,78236.79595059597,71597.97803329541,63979.90060749287,62350.01103774628,61696.56545249395,61671.512263056735,63044.076721393765,62847.0996428805,62297.21867263958,61249.00933680064,57336.31575345369,56730.64315757554,56326.90795643827,52649.00729238907,50640.18066134486,49251.09800770327,49105.84054464859
84189.10519178986,84062.04408042155,82912.51991708495,81201.13072851325,74985.89224830644,68547.03790220676,68267.1443481724,66588.23142771218,64923.9241802706,63189.707472302594,63021.940213353926,61038.21323493392,57721.524927856066,53578.342452884994,53671.12361286015,53434.009954262925,49907.417107706366,48410.036757862224,47670.10284419028,46932.78739200349
67866.74490235721,68325.38972544597,65586.39334230123,67496.40667134605,62133.48836615076,57956.53797712329,57229.69732592778,57613.5419436168,55752.67939474774,55325.178366079555,53914.83927856544,52275.269435756636,47710.70131826158,45358.12562147198,42913.83714477854,42681.30266730576,41578.63173759844,38390.73471232428,37392.08983076462,36915.58930685904
62626.75199027838,63044.79503158213,63920.81223096544,60706.523042919485,54469.31842864811,49619.86022019647,49379.71697876472,49297.858006445545,48598.66820117405,46727.932264668845,46393.789579628894,44772.41087893145,41283.59152165675,40587.39644845174,39040.17919258832,38891.76761088695,37921.39942294802,35662.58630323461,34887.65995129646,35115.54497966752
50870.10584674595,50901.97675556213,48422.59115553108,48912.64155279446,39851.70270285304,37279.013537363404,36591.1823566722,36633.17308731375,35443.255120764064,33002.150384812405,33218.979362935184,32789.987815537184,31739.538886760492,30849.62488785576,30183.82445384914,29845.875007741157,27580.308724658276,25978.807053240846,25444.321761120915,25562.09658217395
60014.05949562401,59325.70835288022,60536.13374876556,59159.48836172169,52774.682913458106,51030.97028211055,50016.75186298645,49090.9628128945,48790.78072325616,46279.77497653743,46087.712457791735,45635.1086924776,44820.574429042725,44718.383199086355,44074.5492674016,43861.224518616014,39984.13642115391,38830.52626465088,38638.89170511798,38419.00615258535
51364.90565834787,50920.65525626484,52084.33694955493,51907.64032186823,46461.08050136242,49114.38884699881,49018.94274542237,48664.0875334544,43998.363858748584,41057.568250239216,40984.2701349501,40967.60430395763,39434.14349258168,39389.560794961435,38717.729981758275,38820.85881120764,34223.79955475268,33389.74534799899,32638.341900012718,32579.188090547257
60825.8189457912,60470.32280800708,58006.247635465224,57627.30066179371,43519.967530769434,48480.197458580515,48507.701297684514,47928.65803923488,48037.22524069436,39590.67119604656,39897.36441468964,39779.2838343604,37595.76561290371,37524.705378799204,37396.26359289799,36762.96595794461,31153.337529578916,30356.744483836555,29037.779244049863,28897.521277200383
49120.157936396616,48996.286012399534,49035.71479935592,47496.33391639529,38159.24163846569,35332.11003313262,34811.90876276904,34419.656422609885,33622.493090842865,32538.140292224874,32409.078411574108,31964.576111338996,30353.438919849275,29989.854957274838,29701.819753690077,29815.576542399278,29226.866640488945,28703.39438829839,28009.00542574145,27969.601049175537
